"study_id" "summary" "method" "group" "p_val" "effsize" "category" "interest"
11993 "westernization" "GMPR2" "medicament" 0.839519926565832 -0.00218448901278118 "disease" FALSE
11993 "westernization" "CSS" "medicament" 0.0810104243472763 0.00465720435944561 "disease" FALSE
11993 "westernization" "TSS" "sex" 0.316309167802956 9.44612724174424e-06 "demographics" TRUE
11993 "westernization" "GMPR2" "sex" 0.135924246425278 0.00278702536385712 "demographics" TRUE
11993 "westernization" "CSS" "sex" 0.0198356718648283 0.0100826860714268 "demographics" TRUE
11993 "westernization" "TSS" "stool_consistency" 0.223679361854568 0.00314731671991034 "" FALSE
11993 "westernization" "GMPR2" "stool_consistency" 0.401924465367894 -0.000151190184822 "" FALSE
11993 "westernization" "CSS" "stool_consistency" 0.311959651099862 0.00130139123160025 "" FALSE
11947 "himalayas" "TSS" "sex" 0.605823847567124 -0.014109593071725 "demographics" TRUE
11947 "himalayas" "GMPR2" "sex" 0.979066299807555 -0.0192175286144432 "demographics" TRUE
11947 "himalayas" "CSS" "sex" 0.101924101480859 0.0322149099147692 "demographics" TRUE
11947 "himalayas" "TSS" "country" 6.65752116902664e-11 0.547593271152565 "demographics" FALSE
11947 "himalayas" "GMPR2" "country" 2.47820385694574e-12 0.632413267698079 "demographics" FALSE
11947 "himalayas" "CSS" "country" 1.22545642216035e-11 0.591186122831693 "demographics" FALSE
11947 "himalayas" "TSS" "population" 4.99796044539256e-09 0.555096292836886 "demographics" FALSE
11947 "himalayas" "GMPR2" "population" 4.69108140155223e-11 0.688197984894707 "demographics" FALSE
11947 "himalayas" "CSS" "population" 1.22649724496914e-09 0.595260252915879 "demographics" FALSE
11947 "himalayas" "TSS" "population" 0.41067850578607 -0.00242234757386314 "demographics" FALSE
11947 "himalayas" "GMPR2" "population" 0.0136757489668229 0.153321078024109 "demographics" FALSE
11947 "himalayas" "CSS" "population" 0.454338802134057 -0.00763955864561922 "demographics" FALSE
11947 "himalayas" "TSS" "smok" 0.374048441954878 -0.00411429529076564 "habit" FALSE
11947 "himalayas" "GMPR2" "smok" 0.562704722272074 -0.0130383777442598 "habit" FALSE
11947 "himalayas" "CSS" "smok" 0.63445451777911 -0.0151751298810127 "habit" FALSE
232 "forensic" "TSS" "sample_type" 0.000476589480750044 0.0991602114508211 "" TRUE
232 "forensic" "GMPR2" "sample_type" 0.0132248304683096 0.0454759554111543 "" TRUE
232 "forensic" "CSS" "sample_type" 0.256905738508341 0.00252526521746979 "" TRUE
232 "forensic" "TSS" "sex" 0.0216355411760235 0.0399519524747534 "demographics" FALSE
232 "forensic" "GMPR2" "sex" 0.138410667792128 0.0111732739135309 "demographics" FALSE
232 "forensic" "CSS" "sex" 0.591178409922798 -0.0066494605729309 "demographics" FALSE
