sample_name	animal	continent	country	description	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	host_subject_id	latitude	longitude	moisture	pasteurized	ph	physical_specimen_location	physical_specimen_remaining	qiita_study_id	regionstate	rindtype	salt	sample_type	scientific_name	style	taxon_id	title
11488.CSB373	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Cardo	51.33102	-2.487328	33.66013072	N	7.52	UCSD	TRUE	11488	Somerset	washed	0.087910585	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB374	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Cardo	51.33102	-2.487328	37.56476684	N	7.45	UCSD	TRUE	11488	Somerset	washed	0.212404682	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB376	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Tymsboro	51.33102	-2.487328	50.12468828	N	6.55	UCSD	TRUE	11488	Somerset	bloomy	0.164157923	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB378	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Stawley	50.98873	-3.334107	58.51851852	N	6.56	UCSD	TRUE	11488	Somerset	bloomy	0.121448773	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB379	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Stawley	50.98873	-3.334107	62.55319149	N	6.51	UCSD	TRUE	11488	Somerset	bloomy	0.116259018	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB380	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Stawley	50.98873	-3.334107	58.62068966	N	6.54	UCSD	TRUE	11488	Somerset	bloomy	0.102429217	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB381	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Innes_log	52.675032	-1.644947	52.69461078	N	6.54	UCSD	TRUE	11488	Staffordshire	bloomy	0.121448773	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB382	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Innes_log	52.675032	-1.644947	52.4822695	N	6.61	UCSD	TRUE	11488	Staffordshire	bloomy	0.126317337	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB383	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Innes_log	52.675032	-1.644947	50.86705202	N	6.74	UCSD	TRUE	11488	Staffordshire	bloomy	0.125766888	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB384	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Red_Brick	52.675032	-1.644947	55.98802395	N	6.24	UCSD	TRUE	11488	Staffordshire	bloomy	0.149119895	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB385	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Red_Brick	52.675032	-1.644947	54.83193277	N	6.29	UCSD	TRUE	11488	Staffordshire	bloomy	0.138449877	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB386	g	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Red_Brick	52.675032	-1.644947	11.85410334	N	6.01	UCSD	TRUE	11488	Staffordshire	bloomy	0.104690457	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB387	s	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Berkswell	52.401872	-1.638794	10.58201058	N	6.06	UCSD	TRUE	11488	West_Midlands	natural	0.126870196	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB388	s	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Berkswell	52.401872	-1.638794	14.16309013	N	6.17	UCSD	TRUE	11488	West_Midlands	natural	0.152411884	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB389	s	Europe	England	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	England	Berkswell	52.401872	-1.638794	9.302325581	N	5.9	UCSD	TRUE	11488	West_Midlands	natural	0.181503396	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB390	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Bleu_de_Termingnon	45.276599	6.817117	40	N	7.98	UCSD	TRUE	11488	Savoie	natural	0.187956756	cheese	food fermentation metagenome	blue	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB391	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Bleu_de_Termingnon	45.276599	6.817117	46.875	N	7.96	UCSD	TRUE	11488	Savoie	natural	0.235875938	cheese	food fermentation metagenome	blue	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB392	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Bleu_de_Termingnon	45.276599	6.817117	37.39130435	N	7.74	UCSD	TRUE	11488	Savoie	natural	0.194506348	cheese	food fermentation metagenome	blue	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB393	s	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	St._Saveur	43.040632	-0.40545	46.93877551	Y	8.49	UCSD	TRUE	11488	Pyrenees	washed	0.125730661	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB394	s	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	St._Saveur	43.040632	-0.40545	55.44041451	Y	8	UCSD	TRUE	11488	Pyrenees	washed	0.138266449	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB395	s	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	St._Saveur	43.040632	-0.40545	55.09259259	Y	8.04	UCSD	TRUE	11488	Pyrenees	washed	0.132993781	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB396	g	Europe	Sweden	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Sweden	Jumtland	63.171192	14.95918	112.1428571	N	8.02	UCSD	TRUE	11488	Jumtland	natural	0.103965674	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB397	g	Europe	Sweden	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Sweden	Jumtland	63.171192	14.95918	48.14814815	N	8.29	UCSD	TRUE	11488	Jumtland	natural	0.075193043	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB398	g	Europe	Sweden	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Sweden	Jumtland	63.171192	14.95918	57.18475073	N	8.54	UCSD	TRUE	11488	Jumtland	natural	0.093726421	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB405	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Pelardon	43.591236	3.258363	24.12280702	N	6.9	UCSD	TRUE	11488	Languedoc-Roussillon	bloomy	0.243497393	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB406	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Pelardon	43.591236	3.258363	23.11827957	N	6.83	UCSD	TRUE	11488	Languedoc-Roussillon	bloomy	0.17234599	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB407	g	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Pelardon	43.591236	3.258363	18.85245902	N	6.83	UCSD	TRUE	11488	Languedoc-Roussillon	bloomy	0.179178815	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB408	c_75%_s_25%_	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Montebore	44.65056	9.04895	62.05787781	N	8.08	UCSD	TRUE	11488	Montebore	natural	0.031555035	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB409	c_75%_s_25%_	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Montebore	44.65056	9.04895	11.6751269	N	6.62	UCSD	TRUE	11488	Montebore	natural	0.069868734	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB410	c_75%_s_25%_	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Montebore	44.65056	9.04895	41.94630872	N	7.48	UCSD	TRUE	11488	Montebore	natural	0.060064398	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB411	c	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Taleggio	45.97311	10.00443	57.09876543	N	8	UCSD	TRUE	11488	Orobian_Mountains	washed	0.103517509	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB412	c	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Taleggio	45.97311	10.00443	49.18032787	N	8	UCSD	TRUE	11488	Orobian_Mountains	washed	0.183883874	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB413	c	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Taleggio	45.97311	10.00443	57.58513932	N	8.11	UCSD	TRUE	11488	Orobian_Mountains	washed	0.100868793	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB416	c	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Stracchino	45.97311	10.00443	47.82608696	N	7.22	UCSD	TRUE	11488	Orobian_Mountains	washed	0.100001036	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB417	c	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Stachitunt	45.97311	10.00443	36.25	N	7.22	UCSD	TRUE	11488	Orobian_Mountains	natural	0.089376682	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB418	c	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Stachitunt	45.97311	10.00443	32.35294118	N	7.7	UCSD	TRUE	11488	Orobian_Mountains	natural	0.092120732	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB419	c	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Stachitunt	45.97311	10.00443	55.12195122	N	8.05	UCSD	TRUE	11488	Orobian_Mountains	natural	0.090934542	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB420	g	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Rubine	44.55247	8.44053	50.64935065	N	6.81	UCSD	TRUE	11488	Gelati	bloomy	0.043629574	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB422	g	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Rubine	44.55247	8.44053	32.80254777	N	6.46	UCSD	TRUE	11488	Gelati	bloomy	0.052991763	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB423	c	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Forsterkase	47.60379	9.05574	48.51485149	N	5.96	UCSD	TRUE	11488	Krammenaer	washed	0.144370497	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB424	c	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Forsterkase	47.60379	9.05574	52.23880597	N	7.19	UCSD	TRUE	11488	Krammenaer	washed	0.080923089	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB425	c	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Forsterkase	47.60379	9.05574	44.13793103	N	6.05	UCSD	TRUE	11488	Krammenaer	washed	0.154035533	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB426	g	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Schnebel_Geiss	47.2801	9.14884	36.82539683	N	6.26	UCSD	TRUE	11488	NA	washed	0.147522843	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB427	g	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Schnebel_Geiss	47.2801	9.14884	37.29372937	N	6.29	UCSD	TRUE	11488	NA	washed	0.123043982	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB428	g	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Schnebel_Geiss	47.2801	9.14884	36.9047619	N	6.91	UCSD	TRUE	11488	NA	washed	0.140070056	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB429	g	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Mascarplin_Bio	46.65699	9.57803	51.02040816	Y	6.37	UCSD	TRUE	11488	NA	natural	0.231196016	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB430	g	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Mascarplin_Bio	46.65699	9.57803	51.98675497	Y	6.17	UCSD	TRUE	11488	NA	natural	0.162231388	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB431	g	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Mascarplin_Bio	46.65699	9.57803	48.42767296	Y	6.55	UCSD	TRUE	11488	NA	natural	0.149447194	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB432	c	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Vacherin_Rustique_Aop	46.68167	7.11726	39.16083916	N	7.58	UCSD	TRUE	11488	NA	washed	0.101305492	cheese	food fermentation metagenome	alpine	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB433	c	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Vacherin_Rustique_Aop	46.68167	7.11726	31.15942029	N	7.45	UCSD	TRUE	11488	NA	washed	0.177637369	cheese	food fermentation metagenome	alpine	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB434	c	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Vacherin_Rustique_Aop	46.68167	7.11726	33.46153846	N	7.08	UCSD	TRUE	11488	NA	washed	0.17234599	cheese	food fermentation metagenome	alpine	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB438	c	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Roter_Brutssch	46.93998	7.7895	42.47104247	N	7.38	UCSD	TRUE	11488	Emmentaler	washed	0.102184569	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB439	c	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Roter_Brutssch	46.93998	7.7895	37.71186441	N	6.67	UCSD	TRUE	11488	Emmentaler	washed	0.137076966	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB440	c	Europe	Switzerland	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Switzerland	Roter_Brutssch	46.93998	7.7895	40.93959732	N	6.69	UCSD	TRUE	11488	Emmentaler	washed	0.160835738	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB441	s	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Sburrato	43.40475	11.02136	36.77130045	N	7.41	UCSD	TRUE	11488	Castel_San_Gimignano	natural	0.103517509	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB442	s	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Sburrato	43.40475	11.02136	45.2173913	N	7.26	UCSD	TRUE	11488	Castel_San_Gimignano	natural	0.070171221	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB443	s	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Sburrato	43.40475	11.02136	37.5	N	6.6	UCSD	TRUE	11488	Castel_San_Gimignano	natural	0.062176524	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB447	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Tomme_de_Savoie	45.86122	6.36914	45.61403509	N	6.52	UCSD	TRUE	11488	Manigod	natural	0.112859233	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB448	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Tomme_de_Savoie	45.86122	6.36914	49.25373134	N	6.26	UCSD	TRUE	11488	Manigod	natural	0.110925766	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB449	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Tomme_de_Savoie	45.86122	6.36914	47.72727273	N	7	UCSD	TRUE	11488	Manigod	natural	0.048395939	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB450	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Reblochon_de_Savoie	45.86122	6.36914	57.54716981	N	8.28	UCSD	TRUE	11488	Manigod	washed	0.035766581	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB451	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Reblochon_de_Savoie	45.86122	6.36914	58.00865801	N	7.57	UCSD	TRUE	11488	Manigod	washed	0.074868908	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB452	c	Europe	France	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	France	Reblochon_de_Savoie	45.86122	6.36914	57.46268657	N	7.13	UCSD	TRUE	11488	Manigod	washed	0.092120732	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB453	g	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Fujot_d_crava	44.71192	7.70909	35.71428571	N	7.64	UCSD	TRUE	11488	Cavallermaggiore	natural	0.119378805	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB454	g	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Fujot_d_crava	44.71192	7.70909	43.92523364	N	7.03	UCSD	TRUE	11488	Cavallermaggiore	natural	0.111406005	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB455	g	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Fujot_d_crava	44.71192	7.70909	36.28318584	N	7.55	UCSD	TRUE	11488	Cavallermaggiore	natural	0.161532056	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB456	g	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	La_Fuma_Blu_di_Capra	44.801654	7.482631	50.85714286	N	7.64	UCSD	TRUE	11488	Via_Franca	natural	0.157398915	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB457	g	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	La_Fuma_Blu_di_Capra	44.801654	7.482631	36.64122137	N	7.88	UCSD	TRUE	11488	Via_Franca	natural	0.235225827	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB458	s	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Tre_Latti_Alto	44.801654	7.482631	22.4137931	N	6.51	UCSD	TRUE	11488	Via_Franca	natural	0.286938323	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
11488.CSB459	s	Europe	Italy	cheese rind biofilm	TRUE	193	urban biome	anthropogenic environmental material	cheese product	microbial mat/biofilm	Italy	Tre_Latti_Alto	44.801654	7.482631	25.67567568	N	6.1	UCSD	TRUE	11488	Via_Franca	natural	0.328057253	cheese	food fermentation metagenome	NA	1154581	Cheese Rind Communities Provide Tractable Systems for In Situ and In Vitro Studies of Microbial Diversity
